AWND,PRCP,SNOW,TAVG,WSF2,dep_hour,delayed
9.62,0.0,0.0,39.0,18.1,11,1
9.62,0.0,0.0,39.0,18.1,8,0
9.62,0.0,0.0,39.0,18.1,13,0
9.62,0.0,0.0,39.0,18.1,19,0
9.62,0.0,0.0,39.0,18.1,19,1
9.62,0.0,0.0,39.0,18.1,11,0
9.62,0.0,0.0,39.0,18.1,7,0
9.62,0.0,0.0,39.0,18.1,18,1
9.62,0.0,0.0,39.0,18.1,9,1
9.62,0.0,0.0,39.0,18.1,19,1
9.62,0.0,0.0,39.0,18.1,19,1
9.62,0.0,0.0,39.0,18.1,15,0
9.62,0.0,0.0,39.0,18.1,18,1
9.62,0.0,0.0,39.0,18.1,8,0
9.62,0.0,0.0,39.0,18.1,8,0
9.62,0.0,0.0,39.0,18.1,21,1
9.62,0.0,0.0,39.0,18.1,6,0
9.62,0.0,0.0,39.0,18.1,16,0
9.62,0.0,0.0,39.0,18.1,6,0
9.62,0.0,0.0,39.0,18.1,20,0
9.62,0.0,0.0,39.0,18.1,19,1
9.62,0.0,0.0,39.0,18.1,17,0
9.62,0.0,0.0,39.0,18.1,7,1
9.62,0.0,0.0,39.0,18.1,7,0
9.62,0.0,0.0,39.0,18.1,17,1
9.62,0.0,0.0,39.0,18.1,15,0
9.62,0.0,0.0,39.0,18.1,16,1
7.83,0.0,0.0,38.0,14.1,9,1
7.83,0.0,0.0,38.0,14.1,7,1
7.83,0.0,0.0,38.0,14.1,17,0
7.83,0.0,0.0,38.0,14.1,21,0
7.83,0.0,0.0,38.0,14.1,14,1
7.83,0.0,0.0,38.0,14.1,16,1
7.83,0.0,0.0,38.0,14.1,16,1
7.83,0.0,0.0,38.0,14.1,18,0
7.83,0.0,0.0,38.0,14.1,15,0
7.83,0.0,0.0,38.0,14.1,11,0
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,16,0
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,11,0
7.83,0.0,0.0,38.0,14.1,7,0
7.83,0.0,0.0,38.0,14.1,19,0
7.83,0.0,0.0,38.0,14.1,12,0
7.83,0.0,0.0,38.0,14.1,16,0
7.83,0.0,0.0,38.0,14.1,15,0
7.83,0.0,0.0,38.0,14.1,7,0
7.83,0.0,0.0,38.0,14.1,7,0
7.83,0.0,0.0,38.0,14.1,18,1
7.83,0.0,0.0,38.0,14.1,17,0
7.83,0.0,0.0,38.0,14.1,13,0
7.83,0.0,0.0,38.0,14.1,12,1
7.83,0.0,0.0,38.0,14.1,10,1
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,18,0
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,9,1
7.83,0.0,0.0,38.0,14.1,15,0
7.83,0.0,0.0,38.0,14.1,18,0
7.83,0.0,0.0,38.0,14.1,10,1
7.83,0.0,0.0,38.0,14.1,13,1
7.83,0.0,0.0,38.0,14.1,7,1
7.83,0.0,0.0,38.0,14.1,7,1
7.83,0.0,0.0,38.0,14.1,6,0
7.83,0.0,0.0,38.0,14.1,16,1
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,16,1
7.83,0.0,0.0,38.0,14.1,17,1
7.83,0.0,0.0,38.0,14.1,7,1
7.83,0.0,0.0,38.0,14.1,11,1
7.83,0.0,0.0,38.0,14.1,12,0
7.83,0.0,0.0,38.0,14.1,11,0
7.83,0.0,0.0,38.0,14.1,7,1
7.83,0.0,0.0,38.0,14.1,12,1
7.83,0.0,0.0,38.0,14.1,11,1
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,13,1
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,11,0
7.83,0.0,0.0,38.0,14.1,7,1
7.83,0.0,0.0,38.0,14.1,18,1
7.83,0.0,0.0,38.0,14.1,9,1
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,15,1
7.83,0.0,0.0,38.0,14.1,18,1
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,8,1
7.83,0.0,0.0,38.0,14.1,21,0
7.83,0.0,0.0,38.0,14.1,6,0
7.83,0.0,0.0,38.0,14.1,16,0
7.83,0.0,0.0,38.0,14.1,6,0
7.83,0.0,0.0,38.0,14.1,20,1
7.83,0.0,0.0,38.0,14.1,19,1
7.83,0.0,0.0,38.0,14.1,17,0
7.83,0.0,0.0,38.0,14.1,7,0
7.83,0.0,0.0,38.0,14.1,7,0
7.83,0.0,0.0,38.0,14.1,17,1
7.83,0.0,0.0,38.0,14.1,15,0
7.83,0.0,0.0,38.0,14.1,16,1
11.86,0.27,0.0,42.0,29.1,9,0
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,17,0
11.86,0.27,0.0,42.0,29.1,21,1
11.86,0.27,0.0,42.0,29.1,18,1
11.86,0.27,0.0,42.0,29.1,14,0
11.86,0.27,0.0,42.0,29.1,16,0
11.86,0.27,0.0,42.0,29.1,18,0
11.86,0.27,0.0,42.0,29.1,15,0
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,16,1
11.86,0.27,0.0,42.0,29.1,8,0
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,21,1
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,12,0
11.86,0.27,0.0,42.0,29.1,16,0
11.86,0.27,0.0,42.0,29.1,15,1
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,18,0
11.86,0.27,0.0,42.0,29.1,17,0
11.86,0.27,0.0,42.0,29.1,13,0
11.86,0.27,0.0,42.0,29.1,12,0
11.86,0.27,0.0,42.0,29.1,10,0
11.86,0.27,0.0,42.0,29.1,9,0
11.86,0.27,0.0,42.0,29.1,18,1
11.86,0.27,0.0,42.0,29.1,8,1
11.86,0.27,0.0,42.0,29.1,8,0
11.86,0.27,0.0,42.0,29.1,9,1
11.86,0.27,0.0,42.0,29.1,15,0
11.86,0.27,0.0,42.0,29.1,18,0
11.86,0.27,0.0,42.0,29.1,10,0
11.86,0.27,0.0,42.0,29.1,13,0
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,7,1
11.86,0.27,0.0,42.0,29.1,6,0
11.86,0.27,0.0,42.0,29.1,16,0
11.86,0.27,0.0,42.0,29.1,19,0
11.86,0.27,0.0,42.0,29.1,16,0
11.86,0.27,0.0,42.0,29.1,17,1
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,12,0
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,7,1
11.86,0.27,0.0,42.0,29.1,12,0
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,8,0
11.86,0.27,0.0,42.0,29.1,13,0
11.86,0.27,0.0,42.0,29.1,19,0
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,19,0
11.86,0.27,0.0,42.0,29.1,9,0
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,19,0
11.86,0.27,0.0,42.0,29.1,15,0
11.86,0.27,0.0,42.0,29.1,18,0
11.86,0.27,0.0,42.0,29.1,8,1
11.86,0.27,0.0,42.0,29.1,8,0
11.86,0.27,0.0,42.0,29.1,11,0
11.86,0.27,0.0,42.0,29.1,21,1
11.86,0.27,0.0,42.0,29.1,6,0
11.86,0.27,0.0,42.0,29.1,16,1
11.86,0.27,0.0,42.0,29.1,6,0
11.86,0.27,0.0,42.0,29.1,20,1
11.86,0.27,0.0,42.0,29.1,19,1
11.86,0.27,0.0,42.0,29.1,17,0
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,7,0
11.86,0.27,0.0,42.0,29.1,17,0
11.86,0.27,0.0,42.0,29.1,15,0
11.86,0.27,0.0,42.0,29.1,16,0
19.01,0.03,0.0,49.0,31.1,9,0
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,17,0
19.01,0.03,0.0,49.0,31.1,21,1
19.01,0.03,0.0,49.0,31.1,18,0
19.01,0.03,0.0,49.0,31.1,14,0
19.01,0.03,0.0,49.0,31.1,16,0
19.01,0.03,0.0,49.0,31.1,18,0
19.01,0.03,0.0,49.0,31.1,15,1
19.01,0.03,0.0,49.0,31.1,11,0
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,19,0
19.01,0.03,0.0,49.0,31.1,16,1
19.01,0.03,0.0,49.0,31.1,8,0
19.01,0.03,0.0,49.0,31.1,11,0
19.01,0.03,0.0,49.0,31.1,21,1
19.01,0.03,0.0,49.0,31.1,7,1
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,12,0
19.01,0.03,0.0,49.0,31.1,16,1
19.01,0.03,0.0,49.0,31.1,15,0
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,18,0
19.01,0.03,0.0,49.0,31.1,17,1
19.01,0.03,0.0,49.0,31.1,13,0
19.01,0.03,0.0,49.0,31.1,12,1
19.01,0.03,0.0,49.0,31.1,10,0
19.01,0.03,0.0,49.0,31.1,8,0
19.01,0.03,0.0,49.0,31.1,18,0
19.01,0.03,0.0,49.0,31.1,8,1
19.01,0.03,0.0,49.0,31.1,8,1
19.01,0.03,0.0,49.0,31.1,9,0
19.01,0.03,0.0,49.0,31.1,15,1
19.01,0.03,0.0,49.0,31.1,18,0
19.01,0.03,0.0,49.0,31.1,10,0
19.01,0.03,0.0,49.0,31.1,13,1
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,7,1
19.01,0.03,0.0,49.0,31.1,6,0
19.01,0.03,0.0,49.0,31.1,16,0
19.01,0.03,0.0,49.0,31.1,20,1
19.01,0.03,0.0,49.0,31.1,16,1
19.01,0.03,0.0,49.0,31.1,17,1
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,11,0
19.01,0.03,0.0,49.0,31.1,12,0
19.01,0.03,0.0,49.0,31.1,11,1
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,12,1
19.01,0.03,0.0,49.0,31.1,11,1
19.01,0.03,0.0,49.0,31.1,8,1
19.01,0.03,0.0,49.0,31.1,13,0
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,11,0
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,9,0
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,15,0
19.01,0.03,0.0,49.0,31.1,18,1
19.01,0.03,0.0,49.0,31.1,8,1
19.01,0.03,0.0,49.0,31.1,8,1
19.01,0.03,0.0,49.0,31.1,11,0
19.01,0.03,0.0,49.0,31.1,21,1
19.01,0.03,0.0,49.0,31.1,6,1
19.01,0.03,0.0,49.0,31.1,16,1
19.01,0.03,0.0,49.0,31.1,6,0
19.01,0.03,0.0,49.0,31.1,20,0
19.01,0.03,0.0,49.0,31.1,19,1
19.01,0.03,0.0,49.0,31.1,17,0
19.01,0.03,0.0,49.0,31.1,7,1
19.01,0.03,0.0,49.0,31.1,7,0
19.01,0.03,0.0,49.0,31.1,17,1
19.01,0.03,0.0,49.0,31.1,15,1
19.01,0.03,0.0,49.0,31.1,16,0
22.59,0.0,0.0,35.0,32.0,9,0
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,17,1
22.59,0.0,0.0,35.0,32.0,21,0
22.59,0.0,0.0,35.0,32.0,14,1
22.59,0.0,0.0,35.0,32.0,16,0
22.59,0.0,0.0,35.0,32.0,18,1
22.59,0.0,0.0,35.0,32.0,15,1
22.59,0.0,0.0,35.0,32.0,11,0
22.59,0.0,0.0,35.0,32.0,19,1
22.59,0.0,0.0,35.0,32.0,16,0
22.59,0.0,0.0,35.0,32.0,9,1
22.59,0.0,0.0,35.0,32.0,11,1
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,19,1
22.59,0.0,0.0,35.0,32.0,12,0
22.59,0.0,0.0,35.0,32.0,16,0
22.59,0.0,0.0,35.0,32.0,15,0
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,18,0
22.59,0.0,0.0,35.0,32.0,17,1
22.59,0.0,0.0,35.0,32.0,11,1
22.59,0.0,0.0,35.0,32.0,10,0
22.59,0.0,0.0,35.0,32.0,18,1
22.59,0.0,0.0,35.0,32.0,8,0
22.59,0.0,0.0,35.0,32.0,8,1
22.59,0.0,0.0,35.0,32.0,9,1
22.59,0.0,0.0,35.0,32.0,15,1
22.59,0.0,0.0,35.0,32.0,18,1
22.59,0.0,0.0,35.0,32.0,13,1
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,6,0
22.59,0.0,0.0,35.0,32.0,16,0
22.59,0.0,0.0,35.0,32.0,19,0
22.59,0.0,0.0,35.0,32.0,16,1
22.59,0.0,0.0,35.0,32.0,17,1
22.59,0.0,0.0,35.0,32.0,7,1
22.59,0.0,0.0,35.0,32.0,11,1
22.59,0.0,0.0,35.0,32.0,12,0
22.59,0.0,0.0,35.0,32.0,11,0
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,12,1
22.59,0.0,0.0,35.0,32.0,11,1
22.59,0.0,0.0,35.0,32.0,8,1
22.59,0.0,0.0,35.0,32.0,13,0
22.59,0.0,0.0,35.0,32.0,19,1
22.59,0.0,0.0,35.0,32.0,19,1
22.59,0.0,0.0,35.0,32.0,11,1
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,19,1
22.59,0.0,0.0,35.0,32.0,9,0
22.59,0.0,0.0,35.0,32.0,19,1
22.59,0.0,0.0,35.0,32.0,19,0
22.59,0.0,0.0,35.0,32.0,15,0
22.59,0.0,0.0,35.0,32.0,18,1
22.59,0.0,0.0,35.0,32.0,8,0
22.59,0.0,0.0,35.0,32.0,8,0
22.59,0.0,0.0,35.0,32.0,11,1
22.59,0.0,0.0,35.0,32.0,21,1
22.59,0.0,0.0,35.0,32.0,6,1
22.59,0.0,0.0,35.0,32.0,16,0
22.59,0.0,0.0,35.0,32.0,6,1
22.59,0.0,0.0,35.0,32.0,20,1
22.59,0.0,0.0,35.0,32.0,19,0
22.59,0.0,0.0,35.0,32.0,7,0
22.59,0.0,0.0,35.0,32.0,17,1
22.59,0.0,0.0,35.0,32.0,15,0
22.59,0.0,0.0,35.0,32.0,16,1
23.04,0.0,0.0,33.0,30.0,9,1
23.04,0.0,0.0,33.0,30.0,19,1
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,17,1
23.04,0.0,0.0,33.0,30.0,21,1
23.04,0.0,0.0,33.0,30.0,14,0
23.04,0.0,0.0,33.0,30.0,16,1
23.04,0.0,0.0,33.0,30.0,18,1
23.04,0.0,0.0,33.0,30.0,15,0
23.04,0.0,0.0,33.0,30.0,11,1
23.04,0.0,0.0,33.0,30.0,19,0
23.04,0.0,0.0,33.0,30.0,16,0
23.04,0.0,0.0,33.0,30.0,9,1
23.04,0.0,0.0,33.0,30.0,11,0
23.04,0.0,0.0,33.0,30.0,7,1
23.04,0.0,0.0,33.0,30.0,19,0
23.04,0.0,0.0,33.0,30.0,16,0
23.04,0.0,0.0,33.0,30.0,15,0
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,18,0
23.04,0.0,0.0,33.0,30.0,17,0
23.04,0.0,0.0,33.0,30.0,13,0
23.04,0.0,0.0,33.0,30.0,12,0
23.04,0.0,0.0,33.0,30.0,10,0
23.04,0.0,0.0,33.0,30.0,18,1
23.04,0.0,0.0,33.0,30.0,8,0
23.04,0.0,0.0,33.0,30.0,8,1
23.04,0.0,0.0,33.0,30.0,9,1
23.04,0.0,0.0,33.0,30.0,15,0
23.04,0.0,0.0,33.0,30.0,18,0
23.04,0.0,0.0,33.0,30.0,13,0
23.04,0.0,0.0,33.0,30.0,7,1
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,6,0
23.04,0.0,0.0,33.0,30.0,16,1
23.04,0.0,0.0,33.0,30.0,19,1
23.04,0.0,0.0,33.0,30.0,16,1
23.04,0.0,0.0,33.0,30.0,17,1
23.04,0.0,0.0,33.0,30.0,7,1
23.04,0.0,0.0,33.0,30.0,11,1
23.04,0.0,0.0,33.0,30.0,12,0
23.04,0.0,0.0,33.0,30.0,11,1
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,12,0
23.04,0.0,0.0,33.0,30.0,11,1
23.04,0.0,0.0,33.0,30.0,8,0
23.04,0.0,0.0,33.0,30.0,13,0
23.04,0.0,0.0,33.0,30.0,19,1
23.04,0.0,0.0,33.0,30.0,19,0
23.04,0.0,0.0,33.0,30.0,11,1
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,19,1
23.04,0.0,0.0,33.0,30.0,9,1
23.04,0.0,0.0,33.0,30.0,19,1
23.04,0.0,0.0,33.0,30.0,19,0
23.04,0.0,0.0,33.0,30.0,15,0
23.04,0.0,0.0,33.0,30.0,18,0
23.04,0.0,0.0,33.0,30.0,8,1
23.04,0.0,0.0,33.0,30.0,8,1
23.04,0.0,0.0,33.0,30.0,11,0
23.04,0.0,0.0,33.0,30.0,21,1
23.04,0.0,0.0,33.0,30.0,6,0
23.04,0.0,0.0,33.0,30.0,16,1
23.04,0.0,0.0,33.0,30.0,6,0
23.04,0.0,0.0,33.0,30.0,20,1
23.04,0.0,0.0,33.0,30.0,19,1
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,7,0
23.04,0.0,0.0,33.0,30.0,17,1
23.04,0.0,0.0,33.0,30.0,15,0
23.04,0.0,0.0,33.0,30.0,16,0
16.55,0.0,0.0,36.0,25.9,9,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,17,1
16.55,0.0,0.0,36.0,25.9,21,0
16.55,0.0,0.0,36.0,25.9,14,0
16.55,0.0,0.0,36.0,25.9,16,0
16.55,0.0,0.0,36.0,25.9,18,1
16.55,0.0,0.0,36.0,25.9,15,0
16.55,0.0,0.0,36.0,25.9,11,0
16.55,0.0,0.0,36.0,25.9,19,0
16.55,0.0,0.0,36.0,25.9,16,0
16.55,0.0,0.0,36.0,25.9,8,1
16.55,0.0,0.0,36.0,25.9,11,0
16.55,0.0,0.0,36.0,25.9,21,1
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,19,0
16.55,0.0,0.0,36.0,25.9,12,0
16.55,0.0,0.0,36.0,25.9,16,0
16.55,0.0,0.0,36.0,25.9,15,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,18,1
16.55,0.0,0.0,36.0,25.9,17,0
16.55,0.0,0.0,36.0,25.9,13,1
16.55,0.0,0.0,36.0,25.9,12,0
16.55,0.0,0.0,36.0,25.9,10,1
16.55,0.0,0.0,36.0,25.9,8,0
16.55,0.0,0.0,36.0,25.9,18,1
16.55,0.0,0.0,36.0,25.9,8,1
16.55,0.0,0.0,36.0,25.9,8,0
16.55,0.0,0.0,36.0,25.9,9,1
16.55,0.0,0.0,36.0,25.9,15,0
16.55,0.0,0.0,36.0,25.9,18,1
16.55,0.0,0.0,36.0,25.9,10,0
16.55,0.0,0.0,36.0,25.9,13,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,6,0
16.55,0.0,0.0,36.0,25.9,16,0
16.55,0.0,0.0,36.0,25.9,19,1
16.55,0.0,0.0,36.0,25.9,16,1
16.55,0.0,0.0,36.0,25.9,17,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,11,0
16.55,0.0,0.0,36.0,25.9,12,0
16.55,0.0,0.0,36.0,25.9,11,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,12,0
16.55,0.0,0.0,36.0,25.9,11,1
16.55,0.0,0.0,36.0,25.9,8,0
16.55,0.0,0.0,36.0,25.9,13,1
16.55,0.0,0.0,36.0,25.9,19,1
16.55,0.0,0.0,36.0,25.9,19,1
16.55,0.0,0.0,36.0,25.9,11,1
16.55,0.0,0.0,36.0,25.9,7,1
16.55,0.0,0.0,36.0,25.9,18,1
16.55,0.0,0.0,36.0,25.9,9,0
16.55,0.0,0.0,36.0,25.9,19,1
16.55,0.0,0.0,36.0,25.9,19,0
16.55,0.0,0.0,36.0,25.9,15,0
16.55,0.0,0.0,36.0,25.9,18,0
16.55,0.0,0.0,36.0,25.9,8,0
16.55,0.0,0.0,36.0,25.9,8,0
16.55,0.0,0.0,36.0,25.9,11,0
16.55,0.0,0.0,36.0,25.9,21,1
16.55,0.0,0.0,36.0,25.9,6,0
16.55,0.0,0.0,36.0,25.9,16,0
16.55,0.0,0.0,36.0,25.9,6,0
16.55,0.0,0.0,36.0,25.9,20,0
16.55,0.0,0.0,36.0,25.9,19,1
16.55,0.0,0.0,36.0,25.9,17,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,7,0
16.55,0.0,0.0,36.0,25.9,17,1
16.55,0.0,0.0,36.0,25.9,15,0
16.55,0.0,0.0,36.0,25.9,16,0
7.16,0.0,0.0,39.0,15.0,9,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,17,0
7.16,0.0,0.0,39.0,15.0,21,1
7.16,0.0,0.0,39.0,15.0,14,0
7.16,0.0,0.0,39.0,15.0,16,0
7.16,0.0,0.0,39.0,15.0,18,1
7.16,0.0,0.0,39.0,15.0,15,0
7.16,0.0,0.0,39.0,15.0,11,0
7.16,0.0,0.0,39.0,15.0,19,0
7.16,0.0,0.0,39.0,15.0,16,0
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,11,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,19,1
7.16,0.0,0.0,39.0,15.0,12,0
7.16,0.0,0.0,39.0,15.0,16,0
7.16,0.0,0.0,39.0,15.0,15,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,18,0
7.16,0.0,0.0,39.0,15.0,17,0
7.16,0.0,0.0,39.0,15.0,13,0
7.16,0.0,0.0,39.0,15.0,12,0
7.16,0.0,0.0,39.0,15.0,10,0
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,18,0
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,9,0
7.16,0.0,0.0,39.0,15.0,15,0
7.16,0.0,0.0,39.0,15.0,18,0
7.16,0.0,0.0,39.0,15.0,10,0
7.16,0.0,0.0,39.0,15.0,13,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,6,0
7.16,0.0,0.0,39.0,15.0,16,1
7.16,0.0,0.0,39.0,15.0,19,0
7.16,0.0,0.0,39.0,15.0,16,0
7.16,0.0,0.0,39.0,15.0,17,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,11,0
7.16,0.0,0.0,39.0,15.0,12,1
7.16,0.0,0.0,39.0,15.0,11,1
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,12,0
7.16,0.0,0.0,39.0,15.0,11,1
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,13,0
7.16,0.0,0.0,39.0,15.0,19,1
7.16,0.0,0.0,39.0,15.0,19,0
7.16,0.0,0.0,39.0,15.0,11,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,18,0
7.16,0.0,0.0,39.0,15.0,9,0
7.16,0.0,0.0,39.0,15.0,19,0
7.16,0.0,0.0,39.0,15.0,19,0
7.16,0.0,0.0,39.0,15.0,15,0
7.16,0.0,0.0,39.0,15.0,18,0
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,8,0
7.16,0.0,0.0,39.0,15.0,21,1
7.16,0.0,0.0,39.0,15.0,6,0
7.16,0.0,0.0,39.0,15.0,16,1
7.16,0.0,0.0,39.0,15.0,6,0
7.16,0.0,0.0,39.0,15.0,20,0
7.16,0.0,0.0,39.0,15.0,19,0
7.16,0.0,0.0,39.0,15.0,17,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,7,0
7.16,0.0,0.0,39.0,15.0,17,0
7.16,0.0,0.0,39.0,15.0,15,0
7.16,0.0,0.0,39.0,15.0,16,0
14.32,0.0,0.0,46.0,25.9,9,0
14.32,0.0,0.0,46.0,25.9,7,0
14.32,0.0,0.0,46.0,25.9,17,1
14.32,0.0,0.0,46.0,25.9,21,0
14.32,0.0,0.0,46.0,25.9,14,0
14.32,0.0,0.0,46.0,25.9,16,0
14.32,0.0,0.0,46.0,25.9,18,0
14.32,0.0,0.0,46.0,25.9,15,0
14.32,0.0,0.0,46.0,25.9,11,0
14.32,0.0,0.0,46.0,25.9,19,0
14.32,0.0,0.0,46.0,25.9,16,0
14.32,0.0,0.0,46.0,25.9,8,0
14.32,0.0,0.0,46.0,25.9,11,0
14.32,0.0,0.0,46.0,25.9,7,0
14.32,0.0,0.0,46.0,25.9,19,0
14.32,0.0,0.0,46.0,25.9,12,0
14.32,0.0,0.0,46.0,25.9,16,0
14.32,0.0,0.0,46.0,25.9,15,1
14.32,0.0,0.0,46.0,25.9,7,0
14.32,0.0,0.0,46.0,25.9,7,0
14.32,0.0,0.0,46.0,25.9,18,0
14.32,0.0,0.0,46.0,25.9,17,0
14.32,0.0,0.0,46.0,25.9,13,0
14.32,0.0,0.0,46.0,25.9,12,0
14.32,0.0,0.0,46.0,25.9,10,0
14.32,0.0,0.0,46.0,25.9,8,0
14.32,0.0,0.0,46.0,25.9,18,0
14.32,0.0,0.0,46.0,25.9,8,0
14.32,0.0,0.0,46.0,25.9,8,0
